candidate,window,UR_RMSE_pp_mean,UR_RMSE_pp_sd,UR_MAE_pp_mean,UR_corr_mean,UR_corr_sd,LFPR_RMSE_pp_mean,EPOP_RMSE_pp_mean,n_seeds
conservative,train,1.2591405312492279,0.011779998502708708,0.997723594000238,0.7792241863016787,0.005613794894672434,1.8511353198623737,1.7593093404776814,5
conservative,val,2.025832886432925,0.02590652217799366,1.5668442553922524,0.6582073019738728,0.010879241337792115,1.0416926905361255,2.1515375636952774,5
conservative,oos,0.24194871509467436,0.003993166180451073,0.18624644872592316,0.7612668107463436,0.03329317675404892,1.548711577819233,1.4604252077582902,5
baseline,train,1.3205249329088278,0.031333394132230075,1.0399290218163626,0.8057836197502833,0.0036793795177270626,1.4487066782705245,1.6335472558478952,5
baseline,val,2.001594465762926,0.01074557192219049,1.5399713810750657,0.6756096646400984,0.014064000546090236,1.565881908845775,2.495904300872017,5
baseline,oos,0.221082736256607,0.00680759714579059,0.16292654410574625,0.7895567021610294,0.022049965844907857,2.274301519131081,2.2140682065295563,5
aggressive,train,1.3205249329088278,0.031333394132230075,1.0399290218163626,0.8057836197502833,0.0036793795177270626,1.4487066782705245,1.6335472558478952,5
aggressive,val,2.001594465762926,0.01074557192219049,1.5399713810750657,0.6756096646400984,0.014064000546090236,1.565881908845775,2.495904300872017,5
aggressive,oos,0.221082736256607,0.00680759714579059,0.16292654410574625,0.7895567021610294,0.022049965844907857,2.274301519131081,2.2140682065295563,5
